"county","stateabbr","value","state","region"
"vermilion","LA",6.14473532338169,"louisiana",22113
"vermillion","IN",6.13863079189181,"indiana",18165
"vernon","LA",4.0497248121944,"louisiana",22115
"vernon","MO",5.79975790870557,"missouri",29217
"vernon","WI",6.66906711867943,"wisconsin",55123
"victoria","TX",5.11232787262207,"texas",48469
"vigo","IN",5.50269130144264,"indiana",18167
"vilas","WI",5.41640643374463,"wisconsin",55125
"vinton","OH",4.92130595649952,"ohio",39163
"virginia beach","VA",3.55805033352284,"virginia",51810
"volusia","FL",6.69763162195402,"florida",12127
"wabash","IL",4.24198948851866,"illinois",17185
"wabash","IN",5.22887542413343,"indiana",18169
"wabasha","MN",5.71051864834335,"minnesota",27157
"wabaunsee","KS",5.25974054005741,"kansas",20197
"wadena","MN",5.87499068882668,"minnesota",27159
"wagoner","OK",4.29260871723129,"oklahoma",40145
"wahkiakum","WA",4.90863715459992,"washington",53069
"wake","NC",3.26285398704084,"north carolina",37183
"wakulla","FL",4.69580841320097,"florida",12129
"waldo","ME",5.49322194028008,"maine",23027
"walker","AL",5.37345274695243,"alabama",1127
"walker","GA",4.52296050358472,"georgia",13295
"walker","TX",3.64796850912565,"texas",48471
"walla walla","WA",4.80031069158054,"washington",53071
"wallace","KS",5.01132703819581,"kansas",20199
"waller","TX",4.78030961262943,"texas",48473
"wallowa","OR",5.21988230681986,"oregon",41063
"walsh","ND",6.00001049827192,"north dakota",38099
"walthall","MS",5.74831083780347,"mississippi",28147
"walton","FL",5.98449904974768,"florida",12131
"walton","GA",4.52290978176408,"georgia",13297
"walworth","SD",5.32988462240659,"south dakota",46129
"walworth","WI",5.62682404495273,"wisconsin",55127
"wapello","IA",5.73032431540029,"iowa",19179
"ward","ND",4.50815980666947,"north dakota",38101
"ward","TX",4.70778764094862,"texas",48475
"ware","GA",3.8212690485642,"georgia",13299
"warren","GA",5.30690294254558,"georgia",13301
"warren","IA",5.43742894056746,"iowa",19181
"warren","IL",5.39353898324163,"illinois",17187
"warren","IN",5.13857353995029,"indiana",18171
"warren","KY",4.32253838534329,"kentucky",21227
"warren","MO",5.64707500884703,"missouri",29219
"warren","MS",5.2071924973307,"mississippi",28149
"warren","NC",6.22845080120003,"north carolina",37185
"warren","NJ",5.84926351590084,"new jersey",34041
"warren","NY",5.94104158376977,"new york",36113
"warren","OH",4.14780798506634,"ohio",39165
"warren","PA",4.85420432867171,"pennsylvania",42123
"warren","TN",5.17492107640134,"tennessee",47177
"warren","VA",6.06242750786141,"virginia",51187
"warrick","IN",5.38665067057573,"indiana",18173
"wasatch","UT",4.75800666709052,"utah",49051
"wasco","OR",5.36276749119818,"oregon",41065
"waseca","MN",4.99907283578489,"minnesota",27161
"washakie","WY",5.03965145211533,"wyoming",56043
"washburn","WI",6.42480597950081,"wisconsin",55129
"washington","AL",4.62975779889411,"alabama",1129
"washington","AR",4.41859629179485,"arkansas",5143
"washington","CO",5.36259665598339,"colorado",8121
"washington","FL",5.39429983764948,"florida",12133
"washington","GA",5.37241042765041,"georgia",13303
"washington","IA",5.20022798235391,"iowa",19183
"washington","ID",5.72579680378252,"idaho",16087
"washington","IL",5.75686892106582,"illinois",17189
"washington","IN",4.24744028330409,"indiana",18175
"washington","KS",5.1794484827712,"kansas",20201
"washington","KY",5.06706562022504,"kentucky",21229
"washington","LA",5.0195158610469,"louisiana",22117
"washington","MD",4.87837877550728,"maryland",24043
"washington","ME",5.96723552774567,"maine",23029
"washington","MN",4.10268254684684,"minnesota",27163
"washington","MO",4.98875181789955,"missouri",29221
"washington","MS",3.67565976475268,"mississippi",28151
"washington","NC",5.18770996225599,"north carolina",37187
"washington","NE",4.63591416346296,"nebraska",31177
"washington","NY",6.08881807056322,"new york",36115
"washington","OH",5.05579508539889,"ohio",39167
"washington","OK",6.06699920477902,"oklahoma",40147
"washington","OR",3.99915717797945,"oregon",41067
"washington","PA",4.81460804918092,"pennsylvania",42125
"washington","RI",5.49766543931478,"rhode island",44009
"washington","TN",4.36892170394025,"tennessee",47179
"washington","TX",6.98142446660985,"texas",48477
"washington","UT",5.18955515963075,"utah",49053
"washington","VA",5.67954549196194,"virginia",51191
"washington","VT",6.55746266578691,"vermont",50023
"washington","WI",4.72521716665602,"wisconsin",55131
"washita","OK",5.59224916712695,"oklahoma",40149
"washoe","NV",4.5923994935405,"nevada",32031
"washtenaw","MI",3.10304103701469,"michigan",26161
"watauga","NC",3.98440530256322,"north carolina",37189
"watonwan","MN",6.0001996396288,"minnesota",27165
"waukesha","WI",4.93477630376497,"wisconsin",55133
"waupaca","WI",6.50066519232824,"wisconsin",55135
"waushara","WI",7.26807005250273,"wisconsin",55137
"wayne","GA",6.10214855758028,"georgia",13305
"wayne","IA",5.49914133812909,"iowa",19185
"wayne","IL",4.53056709859497,"illinois",17191
"wayne","IN",5.16887847145489,"indiana",18177
"wayne","KY",5.10897864221097,"kentucky",21231
"wayne","MI",5.48677737120083,"michigan",26163
"wayne","MO",4.65052505811161,"missouri",29223
"wayne","MS",5.11352686309007,"mississippi",28153
"wayne","NC",4.78070464824719,"north carolina",37191
"wayne","NE",5.06228113445905,"nebraska",31179
"wayne","NY",4.86735170981773,"new york",36117
"wayne","OH",5.60319974010343,"ohio",39169
"wayne","PA",5.33317326876485,"pennsylvania",42127
"wayne","TN",5.29747433986482,"tennessee",47181
"wayne","UT",5.32133638954959,"utah",49055
"wayne","WV",3.97211286263571,"west virginia",54099
"waynesboro cit","VA",5.93827173919861,"virginia",51820
"weakley","TN",5.71719569171982,"tennessee",47183
"webb","TX",3.78993345923053,"texas",48479
"weber","UT",4.51652880861486,"utah",49057
"webster","GA",5.07503873126718,"georgia",13307
"webster","IA",5.29886170024121,"iowa",19187
"webster","KY",5.067041494827,"kentucky",21233
"webster","LA",4.38905879196709,"louisiana",22119
"webster","MO",5.03490150369313,"missouri",29225
"webster","MS",5.45719627647287,"mississippi",28155
"webster","NE",5.11987863784725,"nebraska",31181
"webster","WV",5.47247794872534,"west virginia",54101
"weld","CO",3.84731667539655,"colorado",8123
"wells","IN",5.55146871956658,"indiana",18179
"wells","ND",6.1711372686472,"north dakota",38103
"west baton rou","LA",5.10200808181164,"louisiana",22121
"west carroll","LA",5.56847229662499,"louisiana",22123
"west feliciana","LA",4.94150608220141,"louisiana",22125
"westchester","NY",5.824149326959,"new york",36119
"westmoreland","PA",6.37105248260488,"pennsylvania",42129
"westmoreland","VA",5.66562689567672,"virginia",51193
"weston","WY",4.91074551518662,"wyoming",56045
"wetzel","WV",4.85941645893993,"west virginia",54103
"wexford","MI",5.81073863426655,"michigan",26165
"wharton","TX",5.02447635364858,"texas",48481
"whatcom","WA",5.12985043967246,"washington",53073
"wheatland","MT",5.31856470044513,"montana",30107
"wheeler","GA",5.20726141070831,"georgia",13309
"wheeler","NE",5.10092787490111,"nebraska",31183
"wheeler","OR",5.37844977248595,"oregon",41069
"wheeler","TX",5.84628566142973,"texas",48483
"white pine","NV",5.1291313193904,"nevada",32033
"white","AR",5.60654023037009,"arkansas",5145
"white","GA",5.54793249210762,"georgia",13311
"white","IL",4.81294340475347,"illinois",17193
"white","IN",5.95101844869452,"indiana",18181
"white","TN",4.97746278962809,"tennessee",47185
"whiteside","IL",4.21703834403545,"illinois",17195
"whitfield","GA",5.72778414032061,"georgia",13313
"whitley","IN",4.76347309449542,"indiana",18183
"whitley","KY",4.65314285796325,"kentucky",21235
"whitman","WA",3.96570399085944,"washington",53075
"wibaux","MT",5.38464281192769,"montana",30109
"wichita","KS",4.92603955132273,"kansas",20203
"wichita","TX",4.90439560598326,"texas",48485
"wicomico","MD",4.63812463783054,"maryland",24045
"wilbarger","TX",6.35991455162523,"texas",48487
"wilcox","AL",5.77803872585559,"alabama",1131
"wilcox","GA",4.82104717460208,"georgia",13315
"wilkes","GA",5.96423861154432,"georgia",13317
"wilkes","NC",5.80641756612529,"north carolina",37193
"wilkin","MN",5.76808561347786,"minnesota",27167
"wilkinson","GA",5.0252202525023,"georgia",13319
"wilkinson","MS",5.25309974282931,"mississippi",28157
"will","IL",4.33403874097266,"illinois",17197
"willacy","TX",4.0046871933026,"texas",48489
"williams","ND",4.41257516765847,"north dakota",38105
"williams","OH",5.3310650017057,"ohio",39171
"williamsburg c","VA",5.11523738650899,"virginia",51830
"williamsburg","SC",4.79739119430081,"south carolina",45089
"williamson","IL",5.33123400940357,"illinois",17199
"williamson","TN",4.87293896190245,"tennessee",47187
"williamson","TX",4.1128137455696,"texas",48491
"wilson","KS",5.81713996403543,"kansas",20205
"wilson","NC",5.58274022646488,"north carolina",37195
"wilson","TN",3.74443495834487,"tennessee",47189
"wilson","TX",4.18671762670627,"texas",48493
"winchester cit","VA",5.33329610851131,"virginia",51840
"windham","CT",6.02748116676783,"connecticut",9015
"windham","VT",5.23303844429596,"vermont",50025
"windsor","VT",4.58217520401173,"vermont",50027
"winkler","TX",5.30347391800884,"texas",48495
"winn","LA",4.58892036943346,"louisiana",22127
"winnebago","IA",4.28206127663405,"iowa",19189
"winnebago","IL",5.41129544903701,"illinois",17201
"winnebago","WI",6.20783233900996,"wisconsin",55139
"winneshiek","IA",5.32151890609001,"iowa",19191
"winona","MN",5.44084737081422,"minnesota",27169
"winston","AL",5.05635627761975,"alabama",1133
"winston","MS",4.95282070022625,"mississippi",28159
"wirt","WV",5.38061586037353,"west virginia",54105
"wise","TX",4.98514730633939,"texas",48497
"wise","VA",5.49188792718934,"virginia",51195
"wolfe","KY",5.55639571663414,"kentucky",21237
"wood","OH",5.32017620144945,"ohio",39173
"wood","TX",6.81968060557643,"texas",48499
"wood","WI",5.10470712442594,"wisconsin",55141
"wood","WV",4.47014610932863,"west virginia",54107
"woodbury","IA",4.44479238889138,"iowa",19193
"woodford","IL",4.45818022239873,"illinois",17203
"woodford","KY",5.64239938905994,"kentucky",21239
"woodruff","AR",4.94591906845656,"arkansas",5147
"woods","OK",5.01247845345774,"oklahoma",40151
"woodson","KS",5.76310729628072,"kansas",20207
"woodward","OK",5.03676276099513,"oklahoma",40153
"worcester","MA",4.96496304904645,"massachusetts",25027
"worcester","MD",5.58714979713551,"maryland",24047
"worth","GA",4.56316803201231,"georgia",13321
"worth","IA",6.29739616893018,"iowa",19195
"worth","MO",5.6041023060415,"missouri",29227
"wright","IA",4.68904741050032,"iowa",19197
"wright","MN",6.63610392775155,"minnesota",27171
"wright","MO",6.47857043988246,"missouri",29229
"wyandot","OH",5.02392501433273,"ohio",39175
"wyandotte","KS",6.20262497289496,"kansas",20209
"wyoming","NY",5.31972469616372,"new york",36121
"wyoming","PA",4.75907045989644,"pennsylvania",42131
"wyoming","WV",4.65581963237138,"west virginia",54109
"wythe","VA",4.92367884624031,"virginia",51197
"yadkin","NC",4.95047671664471,"north carolina",37197
"yakima","WA",4.66378896286611,"washington",53077
"yalobusha","MS",5.52432507799205,"mississippi",28161
"yamhill","OR",5.7385857940535,"oregon",41071
"yancey","NC",5.24172034379737,"north carolina",37199
"yankton","SD",5.57836375082095,"south dakota",46135
"yates","NY",4.83736760297172,"new york",36123
"yavapai","AZ",7.20954331386121,"arizona",4025
"yazoo","MS",4.82572282236516,"mississippi",28163
"yell","AR",5.38146354411604,"arkansas",5149
"yellow medicin","MN",5.92366697254068,"minnesota",27173
"yellowstone na","MT",5.18386680554882,"montana",30113
"yellowstone","MT",4.82366021575991,"montana",30111
"yoakum","TX",4.49254600765287,"texas",48501
"yolo","CA",5.22498348276336,"california",6113
"york","ME",5.10369566541598,"maine",23031
"york","NE",4.72347221651886,"nebraska",31185
"york","PA",5.17600923988868,"pennsylvania",42133
"york","SC",5.19530552623519,"south carolina",45091
"york","VA",5.58631036074932,"virginia",51199
"young","TX",5.72797797822933,"texas",48503
"yuba","CA",5.93851156439232,"california",6115
"yuma","AZ",4.69701339726083,"arizona",4027
"yuma","CO",5.3350238506144,"colorado",8125
"zapata","TX",5.18024819295506,"texas",48505
"zavala","TX",5.15562932521259,"texas",48507
"ziebach","SD",5.08766406492637,"south dakota",46137
